"Data Source","World Development Indicators",

"Last Updated Date","2023-03-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Bahrain","BHR","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.0769996643066","28.9839992523193","29.6060009002686","30.2199993133545","30.8419990539551","31.4759998321533","32.1259994506836","32.7939987182617","33.4939994812012","34.2439994812012","35.0449981689453","35.8950004577637","36.7280006408691","37.5359992980957","38.2560005187988","38.9749984741211","39.7690010070801","40.6419982910156","41.5940017700195","42.6259994506836","43.601001739502","42.5820007324219","42.818000793457","42.9860000610352","42.9939994812012","43.0289993286133","43.2430000305176","43.5849990844727","44.1189994812012","44.4140014648438","42.9679985046387","43.318000793457",
"Bahamas, The","BHS","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.6320037841797","65.161003112793","65.693000793457","66.2170028686523","66.6849975585938","67.0749969482422","67.4089965820313","68.0930023193359","67.4400024414063","68.6809997558594","68.9810028076172","69.1340026855469","69.2509994506836","68.8649978637695","68.6780014038086","68.7880020141602","68.8379974365234","68.7279968261719","68.1940002441406","67.4609985351563","67.3789978027344","67.2699966430664","67.4369964599609","66.9459991455078","66.8710021972656","66.6890029907227","66.6600036621094","66.7929992675781","66.8980026245117","66.802001953125","63.5130004882813","64.8499984741211",
"Bosnia and Herzegovina","BIH","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.0190010070801","31.8759994506836","31.4850006103516","30.9029998779297","30.3740005493164","29.9570007324219","29.8819999694824","29.7940006256104","29.7490005493164","29.7029991149902","29.6000003814697","29.5300006866455","29.9139995574951","30.2549991607666","30.5279998779297","30.7970008850098","31.0860004425049","31.0769996643066","32.443000793457","32.8619995117188","34.0400009155273","34.023998260498","34.1059989929199","33.9939994812012","35.5060005187988","35.4329986572266","34.8450012207031","35.4090003967285","34.8940010070801","36.9469985961914","36.0089988708496","39.6300010681152",
"Belarus","BLR","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.3479995727539","53.109001159668","52.9580001831055","52.8129997253418","52.8499984741211","52.9770011901855","52.8129997253418","52.5699996948242","52.5589981079102","52.742000579834","53.3790016174316","53.8779983520508","54.2540016174316","54.5369987487793","54.773998260498","55.0579986572266","55.390998840332","55.7789993286133","56.2029991149902","56.609001159668","56.9959983825684","57.367000579834","57.6629981994629","57.875","58.0439987182617","58.181999206543","58.2890014648438","58.1339988708496","57.6290016174316","57.8320007324219","57.4949989318848","57.689998626709",
"Belize","BLZ","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.6419982910156","33.6699981689453","34.8639984130859","35.3849983215332","35.0919990539551","35.6479988098145","36.2229995727539","36.8240013122559","37.4469985961914","38.0789985656738","38.7159996032715","39.3549995422363","39.992000579834","40.6209983825684","41.2360000610352","41.8450012207031","42.4529991149902","43.064998626709","43.6780014038086","44.2789993286133","44.8779983520508","45.4860000610352","46.0929985046387","46.6949996948242","47.6349983215332","48.5849990844727","49.5660018920898","49.007999420166","49.2610015869141","49.3160018920898","47.9119987487793","49.1469993591309",
"Bermuda","BMU","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.2830009460449","56.7980003356934","56.7550010681152","57.1300010681152","57.5620002746582","58","58.3779983520508","58.8549995422363","60.2000007629395","61.5369987487793","59.4580001831055","59.5830001831055","59.7140007019043","59.8479995727539","59.9819984436035","60.117000579834","63.3819999694824","60.8870010375977","61.9980010986328","62.5919990539551","62.2290000915527","61.8650016784668","57.6520004272461","58.7799987792969","61.1720008850098","54.6100006103516","56.9490013122559","59.1389999389648","63.5859985351563","60.7309989929199","59.3370018005371","57.5989990234375",
"Brazil","BRA","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43.7470016479492","43.7939987182617","44.7459983825684","45.7080001831055","46.6790008544922","47.6609992980957","46.4280014038086","47.4869995117188","48.2229995727539","49.5219993591309","50.6689987182617","51.8190002441406","53.3610000610352","53.4830017089844","54.4049987792969","55.5940017700195","55.3009986877441","55.0800018310547","54.7050018310547","55.1870002746582","53.6790008544922","52.1619987487793","52.3940010070801","52.3629989624023","52.298999786377","52.8650016784668","52.8559989929199","53.7519989013672","54.0509986877441","54.810001373291","49.4869995117188","51.9790000915527",
"Barbados","BRB","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60.0320014953613","59.689998626709","59.3559989929199","60.2060012817383","61.048999786377","62.5820007324219","61.3390007019043","62.4020004272461","62.0359992980957","61.5629997253418","62.6879997253418","63.8009986877441","62.8300018310547","63.9329986572266","64.4759979248047","64.4970016479492","62.7840003967285","61.9729995727539","62.5369987487793","62.7140007019043","62.8880004882813","63.0579986572266","61.0769996643066","62.0219993591309","60.4449996948242","60.8470001220703","61.9129981994629","60.5429992675781","59.507999420166","59.0639991760254","57.1780014038086","57.617000579834",
"Brunei Darussalam","BRN","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.9199981689453","46.2299995422363","47.2169990539551","48.2080001831055","49.193000793457","50.1699981689453","51.1430015563965","52.1129989624023","53.0779991149902","54.0359992980957","54.9879989624023","55.9309997558594","55.9690017700195","56.0069999694824","56.0460014343262","56.0859985351563","56.1279983520508","56.1699981689453","56.2159996032715","56.2630004882813","56.310001373291","56.3559989929199","56.3300018310547","56.3110008239746","56.2999992370605","56.2970008850098","56.3019981384277","56.3160018920898","57.3810005187988","55.2220001220703","54.7029991149902","55.0789985656738",
"Bhutan","BTN","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.5130004882813","58.3810005187988","58.2760009765625","58.193000793457","58.109001159668","58.0209999084473","58.382999420166","58.8429985046387","59.3720016479492","59.9230003356934","60.5009994506836","61.193000793457","61.9410018920898","62.7169990539551","63.4729995727539","64.1940002441406","64.5790023803711","64.9550018310547","65.3140029907227","65.6549987792969","63.367000579834","62.3800010681152","63.0880012512207","58.2630004882813","54.0190010070801","55.0629997253418","55.1049995422363","55.064998626709","54.9640007019043","54.8349990844727","52.673999786377","52.9000015258789",
"Botswana","BWA","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.3409996032715","46.4599990844727","46.5620002746582","46.6520004272461","46.7589988708496","46.890998840332","47.0029983520508","47.1419982910156","47.2999992370605","47.8580017089844","48.4360008239746","49.0870018005371","49.7400016784668","50.3959999084473","51.0519981384277","51.7099990844727","52.367000579834","53.4280014038086","54.4869995117188","55.5429992675781","52.6520004272461","53.3190002441406","53.9869995117188","54.6539993286133","55.3199996948242","55.9830017089844","56.6419982910156","57.2980003356934","57.9500007629395","58.5999984741211","57.4830017089844","59.1959991455078",
"Central African Republic","CAF","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.1730003356934","63.1730003356934","63.1839981079102","63.2039985656738","63.234001159668","63.2760009765625","63.2779998779297","63.2840003967285","63.2980003356934","63.3199996948242","63.351001739502","63.3250007629395","63.314998626709","63.3120002746582","63.314998626709","63.3199996948242","63.2750015258789","63.2379989624023","63.2099990844727","63.1980018615723","63.2050018310547","63.125","63.0620002746582","63.0180015563965","62.992000579834","62.976001739502","63.0340003967285","63.1069984436035","63.189998626709","63.2779998779297","62.6790008544922","63.1949996948242",
"Canada","CAN","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.4939994812012","58.4199981689453","57.8339996337891","57.6599998474121","57.5180015563965","57.4749984741211","57.4620018005371","57.7869987487793","58.3880004882813","58.9140014648438","59.4000015258789","59.7560005187988","60.9109992980957","61.8940010070801","61.9910011291504","61.6590003967285","61.882999420166","62.5050010681152","62.5509986877441","62.4259986877441","62.4070014953613","62.1609992980957","62.1209983825684","62.1710014343262","61.5470008850098","61.2130012512207","61.273998260498","61.476001739502","61.2919998168945","61.4370002746582","59.5089988708496","60.6220016479492",
"Central Europe and the Baltics","CEB","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54.6142805715565","54.68993359213","54.5627892730467","53.7842222756396","53.0281291166386","52.1493305489757","51.1030059944906","50.9857623070442","50.6479439225362","50.5571153623484","50.637532754032","50.5166522675425","48.799771843649","48.1819384223943","47.8308281178877","47.4833986177223","47.450205712222","47.347728272103","47.4562290876771","47.6657502908658","47.9791652144488","47.8709008967135","48.29314554031","48.3974389207579","48.7969894053184","48.7943831394654","48.7449864555769","49.3327799171062","49.3902669451958","49.3279010753514","48.9763398438158","49.385895818283",
"Switzerland","CHE","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.0190010070801","56.7960014343262","57.125","56.9389991760254","56.2239990234375","55.851001739502","57.0289993286133","56.9500007629395","58.1669998168945","58.1469993591309","57.6349983215332","58.7830009460449","59.2900009155273","59.4490013122559","59.0999984741211","59.3310012817383","59.7519989013672","59.923999786377","61.2849998474121","61.5690002441406","59.9690017700195","60.5320014953613","60.8199996948242","61.1349983215332","61.8899993896484","62.2770004272461","62.8219985961914","62.5929985046387","62.8979988098145","62.9720001220703","62.5060005187988","62.226001739502",
"Channel Islands","CHI","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.9630012512207","46.064998626709","46.3370018005371","46.0410003662109","45.9770011901855","46.4490013122559","47.2879981994629","47.75","48.1349983215332","49.0699996948242","49.2220001220703","50.5449981689453","52.4959983825684","53.2569999694824","53.2120018005371","52.5909996032715","51.8819999694824","51.0400009155273","51.7120018005371","52.8030014038086","52.6990013122559","51.3540000915527","51.5019989013672","51.4819984436035","51.4860000610352","51.6469993591309","51.8600006103516","51.9799995422363","51.9420013427734","51.923999786377","51.1360015869141","51.6150016784668",
"Chile","CHL","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.1410007476807","32.0419998168945","33.4339981079102","34.2039985656738","34.7620010375977","35.9140014648438","36.7799987792969","37.515998840332","37.8779983520508","38.1199989318848","37.7239990234375","36.7490005493164","36.4700012207031","37.8230018615723","39.2439994812012","40.1599998474121","41.3170013427734","42.2620010375977","44.2070007324219","44.6450004577637","45.5009994506836","47.5250015258789","47.7750015258789","47.9099998474121","48.5639991760254","48.4309997558594","48.1940002441406","48.7200012207031","49.2869987487793","49.451000213623","44.5960006713867","46.2229995727539",
"China","CHN","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73.0910034179688","72.8440017700195","72.5970001220703","72.3479995727539","72.0979995727539","71.8460006713867","71.5930023193359","71.338996887207","71.0830001831055","70.8259963989258","70.5670013427734","69.9130020141602","69.2509994506836","68.5800018310547","67.9010009765625","67.2129974365234","66.5179977416992","65.8160018920898","65.1070022583008","64.390998840332","63.6679992675781","63.6689987182617","63.3540000915527","63.0589981079102","62.8779983520508","62.6749992370605","62.4129981994629","62.0620002746582","61.7089996337891","61.4469985961914","59.0989990234375","61.3059997558594",
"Cote d'Ivoire","CIV","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","SL.TLF.CACT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.8779983520508","47.9220008850098","47.9900016784668","48.0730018615723","48.1640014648438","48.2560005187988","48.2820014953613","48.3110008239746","48.3450012207031","48.7159996032715","49.0849990844727","49.4519996643066","49.810001373291","50.1660003662109","50.5260009765625","50.8870010375977","51.2490005493164","51.6129989624023","51.9799995422363","52.3499984741211","52.7239990234375","53.1059989929199","53.4970016479492","53.8889999389648","54.2809982299805","54.6749992370605","55.0690002441406","55.4650001525879","55.8639984130859","56.2639999389648","55.7330017089844","56.685001373291",
